_id,Catch Year,Catch Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Pacific Fishery Management Area,Common Name,Scientific Name,Number of Fish,Comments
352,2013,May,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,3,n/a
353,2013,May,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,12,Pacific Cod,Gadus macrocephalus,3,n/a
354,2013,May,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,12,Pacific Herring,Clupea pallasii,17,n/a
355,2013,May,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,565,n/a
356,2013,June,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,5,n/a
357,2013,June,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,1,n/a
358,2013,June,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pilchard,Sardinops sagax,25,n/a
359,2013,June,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,2,n/a
360,2013,June,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,2,n/a
361,2013,June,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,20,n/a
362,2013,June,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,13,Spotted Ratfish,Hydrolagus colliei,7,n/a
363,2013,June,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,50,n/a
364,2013,July,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,22,n/a
365,2013,July,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,2,n/a
366,2013,July,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,397,n/a
367,2013,July,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,9078,n/a
368,2013,July,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,279,n/a
369,2013,July,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,1,n/a
370,2013,July,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Sculpin,Cottidae,11,n/a
371,2013,July,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,3,n/a
372,2013,July,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Herring,Clupea pallasii,16,n/a
373,2013,July,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Walleye Pollock,Theragra chalcogramma,4,n/a
374,2013,August,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
375,2013,August,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,4,n/a
376,2013,August,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pilchard,Sardinops sagax,1,n/a
377,2013,August,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,2511,n/a
378,2013,August,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,1,n/a
379,2013,August,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,25,n/a
380,2013,August,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Buffalo Sculpin,Enophrys bison,1,n/a
381,2013,August,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,106,n/a
382,2013,September,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
383,2013,September,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,22,n/a
384,2013,September,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,2,n/a
385,2013,September,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Pacific Herring,Clupea pallasii,1,n/a
386,2013,September,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Sablefish,Anoplopoma fimbria,50,n/a
387,2013,September,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Sculpin,Cottidae,1,n/a
388,2013,September,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Herring,Clupea pallasii,331,n/a
389,2013,September,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Walleye Pollock,Theragra chalcogramma,1,n/a
390,2013,October,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,3,n/a
391,2013,October,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,1,n/a
392,2013,October,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,2540,n/a
393,2013,November,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,4,n/a
394,2013,November,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,6,n/a
395,2013,November,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast,16,Pacific Cod,Gadus macrocephalus,10,n/a
396,2013,November,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast,16,Pacific Herring,Clupea pallasii,113,n/a
397,2013,November,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast,16,Surfperch,Embiotocidae,87,n/a
398,2013,November,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,20,n/a
399,2013,December,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,3,n/a
400,2013,December,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Hake,Merluccius productus,2,n/a
401,2013,December,408,Grieg Seafood BC,Kunechin,49.6339,-123.78337,Sunshine Coast,16,Pacific Cod,Gadus macrocephalus,631,n/a
402,2013,December,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,25,Pacific Chub Mackerel,Scomber japonicus,57,n/a
403,2013,December,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,25,Pacific Herring,Clupea pallasii,40,n/a
404,2013,December,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,25,Pilchard,Sardinops sagax,43,n/a
405,2013,December,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,16,Pacific Herring,Clupea pallasii,44,n/a
406,2014,January,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,31,n/a
407,2014,January,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Cod,Gadus macrocephalus,1,n/a
408,2014,January,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,1,n/a
409,2014,February,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,12,n/a
410,2014,February,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Pacific Herring,Clupea pallasii,3,n/a
411,2014,March,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,16,Pacific Herring,Clupea pallasii,2913,n/a
412,2014,March,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,16,Surfperch,Embiotocidae,318,n/a
413,2014,March,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Brown Rockfish,Sebastes auriculatus,3,n/a
414,2014,March,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,395,n/a
415,2014,March,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,7,Cabezon,Scorpaenichthys marmoratus,1,n/a
416,2014,March,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,19,n/a
417,2014,April,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
418,2014,April,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Dusky Rockfish,Sebastes variabilis,33,n/a
419,2014,April,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,303,n/a
420,2014,April,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,79,n/a
421,2014,April,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Pacific Salmon,Oncorhynchus sp.,1,n/a
422,2014,April,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,3,n/a
423,2014,April,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,Pilchard,Sardinops sagax,1,n/a
424,2014,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,3811,n/a
425,2014,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Quillback Rockfish,Sebastes maliger,5,n/a
426,2014,April,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Starry Flounder,Platichthys stellatus,1,n/a
427,2014,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,72,n/a
428,2014,April,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,7,Pacific Cod,Gadus macrocephalus,1,n/a
429,2014,April,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,26,n/a
430,2014,May,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,25,Pacific Herring,Clupea pallasii,3737,n/a
431,2014,May,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
432,2014,May,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,50,n/a
433,2014,May,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,China Rockfish,Sebastes nebulosus,1,n/a
434,2014,May,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
435,2014,May,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,27,Cabezon,Scorpaenichthys marmoratus,2,n/a
436,2014,May,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,27,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
437,2014,May,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,15,n/a
438,2014,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,4017,n/a
439,2014,May,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Quillback Rockfish,Sebastes maliger,1,n/a
440,2014,May,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,73,n/a
441,2014,June,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,1280,n/a
442,2014,June,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Pacific Herring,Clupea pallasii,25,n/a
443,2014,June,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,1,n/a
444,2014,June,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,China Rockfish,Sebastes nebulosus,1,n/a
445,2014,June,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,Pacific Hake,Merluccius productus,6,n/a
446,2014,June,1419,Creative Salmon Company,McCall Islets,49.14146,-125.73122,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,1,n/a
447,2014,June,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,1680,n/a
448,2014,June,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,1900,n/a
449,2014,June,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,180,n/a
450,2014,July,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,37,n/a
451,2014,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Coho Salmon,Oncorhynchus kisutch,1,n/a
452,2014,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,10,n/a
453,2014,July,819,Cermaq Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,506,n/a
454,2014,July,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Pacific Herring,Clupea pallasii,42,n/a
455,2014,July,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,2,n/a
456,2014,July,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,4,n/a
457,2014,July,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,27,Sculpin,Cottidae,2,n/a
458,2014,August,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,12,Coho Salmon,Oncorhynchus kisutch,1,n/a
459,2014,August,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Pacific Herring,Clupea pallasii,489,n/a
460,2014,August,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Pacific Salmon,Oncorhynchus sp.,8,n/a
461,2014,August,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Surfperch,Embiotocidae,215,n/a
462,2014,August,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,3,n/a
463,2014,August,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,248,n/a
464,2014,August,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,24,Blue Rockfish,Sebastes mystinus,2,n/a
465,2014,August,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Pacific Herring,Clupea pallasii,4,n/a
466,2014,September,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Pacific Herring,Clupea pallasii,25,n/a
467,2014,September,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,25,Surfperch,Embiotocidae,10,n/a
468,2014,September,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,300,n/a
469,2014,September,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Pacific Herring,Clupea pallasii,6,n/a
470,2014,September,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Surfperch,Embiotocidae,2,n/a
471,2014,October,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,13,Pacific Herring,Clupea pallasii,10,n/a
472,2014,October,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,16,Pacific Herring,Clupea pallasii,10,n/a
473,2014,October,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,50,n/a
474,2014,October,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,147,n/a
475,2014,October,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,14,n/a
476,2014,October,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Sculpin,Cottidae,3,n/a
477,2014,October,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,166,n/a
478,2014,November,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,1,n/a
479,2014,November,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,2107,n/a
480,2014,November,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,30,n/a
481,2014,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Codfish,Gadidae,7,n/a
482,2014,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,159,n/a
483,2014,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,33,n/a
484,2014,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Salmon,Oncorhynchus sp.,1,n/a
485,2014,November,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pink Salmon,Oncorhynchus gorbuscha,1,n/a
486,2014,December,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,136,n/a
487,2014,December,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,20,n/a
488,2015,January,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,2,n/a
489,2015,January,1554,Golden Eagle Sable Fish,Charlie's Place,50.04149,-127.17617,Kyuquot Sound,26,Pacific Herring,Clupea pallasii,3,n/a
490,2015,January,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,1,n/a
491,2015,January,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,18,n/a
492,2015,January,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Shiner Perch,Cymatogaster aggregata,1,n/a
493,2015,January,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Pacific Cod,Gadus macrocephalus,568,n/a
494,2015,January,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Pacific Herring,Clupea pallasii,1608,n/a
495,2015,January,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Sculpin,Cottidae,12,n/a
496,2015,January,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,13,Pacific Herring,Clupea pallasii,21,n/a
497,2015,February,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,1,n/a
498,2015,February,112,Golden Eagle Sable Fish,Centre Cove,50.01736,-127.19165,Kyuquot Sound,26,Copper Rockfish,Sebastes caurinus,17,n/a
499,2015,February,112,Golden Eagle Sable Fish,Centre Cove,50.01736,-127.19165,Kyuquot Sound,26,Pacific Herring,Clupea pallasii,120,n/a
500,2015,February,112,Golden Eagle Sable Fish,Centre Cove,50.01736,-127.19165,Kyuquot Sound,26,Shiner Perch,Cymatogaster aggregata,115,n/a
501,2015,February,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,9,n/a
502,2015,February,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Herring,Clupea pallasii,25,n/a
503,2015,February,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Coho Salmon,Oncorhynchus kisutch,1,n/a
504,2015,February,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Pacific Cod,Gadus macrocephalus,793,n/a
505,2015,February,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Pacific Herring,Clupea pallasii,6402,n/a
506,2015,February,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,12,Sculpin,Cottidae,16,n/a
507,2015,February,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,8,n/a
508,2015,February,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,13,Sculpin,Cottidae,2,n/a
509,2015,February,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,13,Pacific Herring,Clupea pallasii,8,n/a
510,2015,February,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,13,Pink Salmon,Oncorhynchus gorbuscha,2,n/a
511,2015,March,1554,Golden Eagle Sable Fish,Charlie's Place,50.04149,-127.17617,Kyuquot Sound,26,Copper Rockfish,Sebastes caurinus,2,n/a
512,2015,March,1554,Golden Eagle Sable Fish,Charlie's Place,50.04149,-127.17617,Kyuquot Sound,26,Pacific Herring,Clupea pallasii,13,n/a
513,2015,March,1554,Golden Eagle Sable Fish,Charlie's Place,50.04149,-127.17617,Kyuquot Sound,26,Shiner Perch,Cymatogaster aggregata,4,n/a
514,2015,March,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Buffalo Sculpin,Enophrys bison,1,n/a
515,2015,March,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,1,n/a
516,2015,March,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Dover Sole,Microstomus pacificus,1,n/a
517,2015,March,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,6,n/a
518,2015,March,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,5,n/a
519,2015,March,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,15,Pacific Herring,Clupea pallasii,1,n/a
520,2015,March,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,15,Pile Perch,Rhacochilus vacca,6,n/a
521,2015,March,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,1477,n/a
522,2015,March,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,13,Sculpin,Cottidae,1,n/a
523,2015,March,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,13,Pacific Herring,Clupea pallasii,1,n/a
524,2015,March,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,16,Walleye Pollock,Theragra chalcogramma,6,n/a
525,2015,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,42,n/a
526,2015,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,13,Pacific Herring,Clupea pallasii,2,n/a
527,2015,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,13,Sculpin,Cottidae,17,n/a
528,2015,March,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,330,n/a
529,2015,April,1554,Golden Eagle Sable Fish,Charlie's Place,50.04149,-127.17617,Kyuquot Sound,26,Pacific Herring,Clupea pallasii,2,n/a
530,2015,April,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Buffalo Sculpin,Enophrys bison,1,n/a
531,2015,April,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,1,n/a
532,2015,April,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,7,n/a
533,2015,April,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.3602,Central Coast,7,Pacific Herring,Clupea pallasii,329,n/a
534,2015,April,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,429,n/a
535,2015,April,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,3455,n/a
536,2015,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,16,Pacific Herring,Clupea pallasii,212,n/a
537,2015,April,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,16,Surfperch,Embiotocidae,67,n/a
538,2015,April,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,311,n/a
539,2015,April,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,1,n/a
